Tipo Documento,Canal de Registro,Edad,Género,Nivel de Estudio,Título Homologado,Ciudad de Residencia,Fecha Registro,Programa de Gobierno,Condiciones Especiales,Situación Laboral,Fecha Actualización,Zona,Mes,Año,Punto Atención,Rango Edad
Tarjeta de Identidad,Autoregistro,17,F,Media(10-13),Bachiller.,BARRANQUILLA,09/09/2020 12:05:28 a.m.,NA,NA,Independiente,09/09/2020 12:05:28 a.m.,Urbano,9,"2,020",Bario 7 de abril,MENOR DE EDAD
Cédula de Ciudadanía,Autoregistro,29,F,Media(10-13),Media,BARRANQUILLA,09/09/2020 01:51:26 p.m.,NA,NA,NO REGISTRA,09/09/2020 01:51:26 p.m.,ND,9,"2,020",Bario 7 de abril,29 - 39
Tarjeta de Identidad,Autoregistro,15,F,ND,ND,BARRANQUILLA,09/09/2020 01:32:06 p.m.,NA,NA,NO REGISTRA,09/09/2020 01:32:06 p.m.,ND,9,"2,020",Bario 7 de abril,MENOR DE EDAD
Cédula de Ciudadanía,Autoregistro,19,F,Técnica Laboral,nomina y prestaciones sociales,SOLEDAD,09/09/2020 02:00:20 p.m.,NA,Afrocolombianos,Primer Empleo,09/09/2020 02:00:20 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Documento Nacional de Identificación,Autoregistro,23,M,ND,ND,BARRANQUILLA,09/09/2020 02:02:52 p.m.,NA,NA,Independiente,09/09/2020 02:02:52 p.m.,Rural,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,25,M,ND,ND,SOLEDAD,09/09/2020 09:04:12 a.m.,Víctimas del conflicto armado,,NO REGISTRA,09/09/2020 09:04:12 a.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,23,M,ND,ND,PONEDERA,09/09/2020 09:29:07 a.m.,NA,NA,NO REGISTRA,09/09/2020 09:29:07 a.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,23,F,Media(10-13),Bachiller,BARRANQUILLA,08/09/2020 07:40:19 p.m.,NA,NA,Desempleado,08/09/2020 07:40:19 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,24,M,Técnica Profesional,tecnico mecánico de maquinaria industrial,MALAMBO,09/09/2020 10:38:16 a.m.,NA,NA,Desempleado,09/09/2020 10:38:16 a.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,36,F,ND,ND,SOLEDAD,08/09/2020 06:06:34 p.m.,NA,NA,NO REGISTRA,08/09/2020 06:06:34 p.m.,ND,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,23,F,Universitaria,Abogada,BARRANQUILLA,08/09/2020 05:04:17 p.m.,NA,NA,Primer Empleo,08/09/2020 05:04:17 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,44,F,ND,ND,MALAMBO,08/09/2020 06:41:21 p.m.,Víctimas del conflicto armado,,NO REGISTRA,08/09/2020 06:41:21 p.m.,ND,9,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,40,F,ND,ND,SOLEDAD,08/09/2020 06:48:27 p.m.,NA,NA,NO REGISTRA,08/09/2020 06:48:27 p.m.,ND,9,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,29,F,ND,ND,BARRANQUILLA,08/09/2020 04:28:22 p.m.,NA,NA,NO REGISTRA,08/09/2020 04:28:22 p.m.,ND,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,22,M,ND,ND,BARRANQUILLA,08/09/2020 03:06:52 p.m.,NA,NA,NO REGISTRA,08/09/2020 03:06:52 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,31,F,Técnica Laboral,AGENTE DE CALL CENTER,BARRANQUILLA,18/09/2015 02:59:27 p.m.,Víctimas del conflicto armado,,Desempleado,07/09/2020 03:57:04 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,35,M,ND,ND,BARRANQUILLA,07/09/2020 12:03:12 p.m.,NA,NA,NO REGISTRA,07/09/2020 12:03:12 p.m.,ND,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,19,M,ND,ND,BARRANQUILLA,02/09/2020 08:47:46 p.m.,NA,NA,NO REGISTRA,02/09/2020 08:47:46 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,21,M,Media(10-13),bachiller,BARRANQUILLA,02/09/2020 03:37:00 p.m.,NA,NA,Desempleado,02/09/2020 03:37:00 p.m.,Rural,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,24,M,Técnica Profesional,Técnico profesional en OPERACIONES logística y Portuaria,BARRANQUILLA,02/09/2020 04:49:59 p.m.,NA,NA,Desempleado,02/09/2020 04:49:59 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,20,M,Técnica Profesional,Tecnico en enfermería,SOLEDAD,02/09/2020 10:11:58 a.m.,Víctimas del conflicto armado,,Desempleado,02/09/2020 10:11:58 a.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,21,F,ND,ND,BARRANQUILLA,01/09/2020 08:12:01 a.m.,NA,NA,NO REGISTRA,01/09/2020 08:12:01 a.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,24,M,Universitaria,INGENIERIA - INGENIERIA INDUSTRIAL,BARRANQUILLA,01/09/2020 08:42:09 p.m.,NA,NA,Desempleado,01/09/2020 08:42:09 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,50,M,ND,ND,BARRANQUILLA,04/09/2020 08:16:40 p.m.,NA,NA,NO REGISTRA,04/09/2020 08:16:40 p.m.,ND,9,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,29,F,ND,ND,BARRANQUILLA,04/09/2020 09:46:27 a.m.,NA,NA,NO REGISTRA,04/09/2020 09:46:27 a.m.,ND,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,32,F,ND,ND,BARRANQUILLA,03/09/2020 07:25:29 p.m.,NA,NA,Desempleado,03/09/2020 07:25:29 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,20,M,ND,ND,BARRANQUILLA,03/09/2020 09:50:42 p.m.,NA,NA,Primer Empleo,03/09/2020 09:50:42 p.m.,Rural,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,45,M,Universitaria,CONTADOR PÚBLICO,SOLEDAD,03/09/2020 02:22:03 p.m.,NA,NA,Desempleado,03/09/2020 02:22:03 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,20,M,Media(10-13),Bachiller,BARRANQUILLA,03/09/2020 03:00:24 p.m.,NA,NA,NO REGISTRA,03/09/2020 03:00:24 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,21,M,Media(10-13),Bachiller agropecuario,PONEDERA,03/09/2020 11:58:04 a.m.,NA,NA,Desempleado,03/09/2020 11:58:04 a.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,21,F,ND,ND,BARRANQUILLA,09/09/2020 04:03:05 p.m.,NA,NA,NO REGISTRA,09/09/2020 04:03:05 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,43,F,ND,ND,SOLEDAD,09/09/2020 05:13:00 p.m.,NA,NA,NO REGISTRA,09/09/2020 05:13:00 p.m.,ND,9,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,24,F,ND,ND,BARRANQUILLA,09/09/2020 02:33:16 p.m.,NA,NA,NO REGISTRA,09/09/2020 02:33:16 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,31,F,ND,ND,BARRANQUILLA,09/09/2020 07:36:03 p.m.,NA,NA,NO REGISTRA,09/09/2020 07:36:03 p.m.,ND,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,22,M,ND,ND,GALAPA,09/09/2020 07:55:51 p.m.,Víctimas del conflicto armado,,NO REGISTRA,09/09/2020 07:55:51 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,55,F,ND,ND,BARRANQUILLA,09/09/2020 08:07:38 p.m.,NA,NA,NO REGISTRA,09/09/2020 08:07:38 p.m.,ND,9,"2,020",Barrio Simón Bolívar,51 - 60
Cédula de Ciudadanía,Autoregistro,34,F,ND,ND,SOLEDAD,09/09/2020 10:06:07 p.m.,NA,NA,NO REGISTRA,09/09/2020 10:06:07 p.m.,ND,9,"2,020",Barrio Simón Bolívar,29 - 39
Tarjeta de Identidad,Autoregistro,18,F,Universitaria,PSICOLOGIA,BARRANQUILLA,10/09/2020 12:05:49 a.m.,NA,NA,Primer Empleo,10/09/2020 12:05:49 a.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Documento Nacional de Identificación,Autoregistro,27,M,ND,ND,BARRANQUILLA,10/09/2020 12:28:10 a.m.,NA,NA,Desempleado,10/09/2020 12:28:10 a.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,20,M,Media(10-13),Bachiller en ciencias,BARRANQUILLA,10/09/2020 01:01:15 a.m.,NA,NA,Desempleado,10/09/2020 01:01:15 a.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,28,F,ND,ND,BARRANQUILLA,10/09/2020 08:53:04 p.m.,NA,NA,NO REGISTRA,10/09/2020 08:53:04 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Tarjeta de Identidad,Autoregistro,47,M,Doctorado,Doctor en Educación,BARRANQUILLA,10/09/2020 06:11:39 a.m.,NA,NA,NO REGISTRA,10/09/2020 06:11:39 a.m.,ND,9,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,25,F,Universitaria,LICENCIADA EN BIOLOGIA Y QUIMICA,BARRANQUILLA,11/09/2020 09:42:10 a.m.,NA,NA,Desempleado,11/09/2020 09:42:10 a.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,23,F,Media(10-13),Media,BARRANQUILLA,11/09/2020 10:18:57 a.m.,NA,NA,Primer Empleo,11/09/2020 10:18:57 a.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,22,M,ND,ND,BARRANQUILLA,11/09/2020 12:24:49 p.m.,NA,NA,NO REGISTRA,11/09/2020 12:24:49 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,38,F,ND,ND,BARRANQUILLA,11/09/2020 12:57:52 p.m.,NA,NA,NO REGISTRA,11/09/2020 12:57:52 p.m.,ND,9,"2,020",Barrio Simón Bolívar,29 - 39
Tarjeta de Identidad,Autoregistro,46,F,ND,ND,BARRANQUILLA,11/09/2020 07:24:58 p.m.,NA,NA,NO REGISTRA,11/09/2020 07:24:58 p.m.,ND,9,"2,020",Barrio Simón Bolívar,40 - 50
Tarjeta de Identidad,Autoregistro,56,M,ND,ND,BARRANQUILLA,11/09/2020 04:02:21 p.m.,NA,NA,NO REGISTRA,11/09/2020 04:02:21 p.m.,ND,9,"2,020",Barrio Simón Bolívar,51 - 60
Cédula de Ciudadanía,Autoregistro,22,F,ND,ND,SOLEDAD,11/09/2020 04:59:05 p.m.,NA,NA,NO REGISTRA,11/09/2020 04:59:05 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Documento Nacional de Identificación,Autoregistro,28,M,ND,ND,BARRANQUILLA,11/09/2020 05:43:51 p.m.,NA,NA,NO REGISTRA,11/09/2020 05:43:51 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,26,F,ND,ND,BARRANQUILLA,11/09/2020 05:47:07 p.m.,NA,NA,NO REGISTRA,11/09/2020 05:47:07 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,38,M,ND,ND,SOLEDAD,14/09/2020 09:02:38 a.m.,NA,NA,NO REGISTRA,14/09/2020 09:02:38 a.m.,ND,9,"2,020",Barrio Simón Bolívar,29 - 39
Tarjeta de Identidad,Autoregistro,36,F,Universitaria,Licenciado en Educacion mencion Integral,BARRANQUILLA,14/09/2020 07:15:56 a.m.,NA,NA,Desempleado,14/09/2020 07:15:56 a.m.,Urbano,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,34,F,Universitaria,Administracion de Empresa,BARRANQUILLA,13/09/2020 11:31:54 a.m.,NA,NA,Desempleado,13/09/2020 11:31:54 a.m.,Urbano,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,22,M,ND,ND,SOLEDAD,13/09/2020 01:30:21 p.m.,NA,NA,NO REGISTRA,13/09/2020 01:30:21 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Tarjeta de Identidad,Autoregistro,18,F,ND,ND,SOLEDAD,11/09/2020 10:45:37 p.m.,NA,Afrocolombianos,Primer Empleo,11/09/2020 10:45:37 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Tarjeta de Identidad,Autoregistro,49,M,ND,ND,BARRANQUILLA,11/09/2020 11:02:11 p.m.,NA,NA,NO REGISTRA,11/09/2020 11:02:11 p.m.,ND,9,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,19,F,Media(10-13),Bachiller comercial,BARRANQUILLA,12/09/2020 09:25:51 a.m.,NA,NA,Desempleado,12/09/2020 09:25:51 a.m.,Rural,9,"2,020",Barrio Simón Bolívar,18 - 28
Tarjeta de Identidad,Autoregistro,18,M,Media(10-13),BACHILLER ACADEMICO,SOLEDAD,12/09/2020 06:51:50 p.m.,NA,NA,Desempleado,12/09/2020 06:51:50 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Documento Nacional de Identificación,Autoregistro,47,F,ND,ND,BARRANQUILLA,13/09/2020 09:34:11 a.m.,NA,NA,Desempleado,13/09/2020 09:34:11 a.m.,Urbano,9,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,21,M,ND,ND,BARRANQUILLA,12/09/2020 03:47:58 p.m.,NA,NA,Desempleado,12/09/2020 03:47:58 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,28,M,ND,ND,BARRANQUILLA,12/09/2020 04:34:10 p.m.,NA,NA,NO REGISTRA,12/09/2020 04:34:10 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,27,F,Universitaria,ADMINISTRACION Y GERENCIA Mención: CONTABILIDAD Y FINANZAS,SOLEDAD,12/09/2020 06:27:59 p.m.,NA,NA,Desempleado,12/09/2020 06:27:59 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,30,M,Universitaria,Profesional en Ingeniería Industrial,BARRANQUILLA,14/09/2020 09:23:12 a.m.,NA,NA,Empleado,14/09/2020 09:23:12 a.m.,Urbano,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,19,M,ND,ND,BARRANQUILLA,14/09/2020 03:44:38 p.m.,NA,NA,NO REGISTRA,14/09/2020 03:44:38 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,32,F,Media(10-13),Bachiller,BARRANQUILLA,15/09/2020 10:42:50 a.m.,NA,NA,Independiente,15/09/2020 10:42:50 a.m.,Urbano,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,43,M,Técnica Laboral,Chef pastelero/panadero,BARRANQUILLA,14/09/2020 07:28:47 p.m.,NA,NA,NO REGISTRA,14/09/2020 07:28:47 p.m.,ND,9,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,20,F,Técnica Laboral,TÉCNICO EN PROCESOS DE MANUFACTURA INDUSTRIAL,SOLEDAD,14/09/2020 07:49:17 p.m.,NA,NA,Primer Empleo,14/09/2020 07:49:17 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,21,M,ND,ND,BARRANQUILLA,17/09/2020 09:03:26 a.m.,NA,NA,NO REGISTRA,17/09/2020 09:03:26 a.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,18,F,ND,ND,BARRANQUILLA,17/09/2020 09:15:54 a.m.,NA,NA,NO REGISTRA,17/09/2020 09:15:54 a.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,19,M,Media(10-13),bachiller y tecnico,BARRANQUILLA,16/09/2020 02:12:11 p.m.,NA,NA,Primer Empleo,16/09/2020 02:12:11 p.m.,Rural,9,"2,020",Barrio Simón Bolívar,18 - 28
Tarjeta de Identidad,Autoregistro,18,M,Técnica Profesional,TECNICO PROFESIONAL EN PROCESOS INDUSTRIALES,BARRANQUILLA,15/09/2020 10:13:15 p.m.,NA,NA,Primer Empleo,15/09/2020 10:13:15 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,24,F,ND,ND,BARRANQUILLA,15/09/2020 04:30:11 p.m.,NA,NA,Desempleado,15/09/2020 04:30:11 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,35,F,Media(10-13),Bachiller academico,MALAMBO,18/09/2020 01:59:24 p.m.,NA,NA,Desempleado,18/09/2020 01:59:24 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,48,M,Tecnológica,tecnologo profesional en entrenamiento deportivo,BARRANQUILLA,17/09/2020 01:23:41 p.m.,NA,NA,Desempleado,17/09/2020 01:23:41 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,21,M,Técnica Laboral,Asistencia en organización de archivo,BARRANQUILLA,17/09/2020 04:39:24 p.m.,NA,NA,Desempleado,17/09/2020 04:39:24 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,39,M,ND,ND,BARRANQUILLA,20/09/2020 12:52:22 p.m.,NA,NA,NO REGISTRA,20/09/2020 12:52:22 p.m.,ND,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,32,F,Técnica Profesional,Secretariado AuxiliarContable,BARRANQUILLA,19/09/2020 05:38:38 p.m.,NA,NA,Desempleado,19/09/2020 05:38:38 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,52,M,ND,ND,BARRANQUILLA,20/09/2020 10:57:59 a.m.,NA,NA,NO REGISTRA,20/09/2020 10:57:59 a.m.,ND,9,"2,020",Barrio Simón Bolívar,51 - 60
Cédula de Ciudadanía,Autoregistro,42,F,Básica Secundaria(6-9),BACHILLER,SOLEDAD,17/09/2020 09:24:31 p.m.,NA,NA,Primer Empleo,17/09/2020 09:24:31 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,19,F,ND,ND,SOLEDAD,18/09/2020 07:22:31 p.m.,NA,NA,NO REGISTRA,18/09/2020 07:22:31 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,20,F,ND,ND,BARRANQUILLA,21/09/2020 06:40:32 p.m.,NA,NA,NO REGISTRA,21/09/2020 06:40:32 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,19,F,ND,ND,SOLEDAD,22/09/2020 05:30:28 a.m.,NA,NA,NO REGISTRA,22/09/2020 05:30:28 a.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,22,M,Técnica Laboral,Auxiliar de Enfermería,BARRANQUILLA,21/09/2020 05:46:35 p.m.,NA,NA,Desempleado,21/09/2020 05:46:35 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,21,F,ND,ND,BARRANQUILLA,21/09/2020 12:33:52 p.m.,NA,NA,NO REGISTRA,21/09/2020 12:33:52 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,31,F,ND,ND,BARRANQUILLA,23/09/2020 03:15:25 p.m.,NA,NA,NO REGISTRA,23/09/2020 03:15:25 p.m.,ND,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,23,M,ND,ND,BARRANQUILLA,23/09/2020 11:48:11 a.m.,NA,NA,Desempleado,23/09/2020 11:48:11 a.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,36,M,ND,ND,BARRANQUILLA,23/09/2020 12:17:48 p.m.,NA,NA,Desempleado,23/09/2020 12:17:48 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,29 - 39
Documento Nacional de Identificación,Autoregistro,43,M,Técnica Profesional,TECNICO SUPERIOR UNIVERSITARIO,BARRANQUILLA,22/09/2020 01:40:41 p.m.,NA,NA,Desempleado,22/09/2020 01:40:41 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,36,M,ND,ND,BARRANQUILLA,22/09/2020 03:50:35 p.m.,NA,NA,NO REGISTRA,22/09/2020 03:50:35 p.m.,ND,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,28,F,Técnica Laboral,Asistente administrativa,BARRANQUILLA,23/09/2020 10:46:12 p.m.,NA,NA,Desempleado,23/09/2020 10:46:12 p.m.,Rural,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,23,M,Universitaria,lic cultura fisica recreacion y deportes,BARRANQUILLA,24/09/2020 12:22:39 p.m.,NA,NA,NO REGISTRA,24/09/2020 12:22:39 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,28,F,Media(10-13),BACHILLER,BARRANQUILLA,24/09/2020 04:19:26 p.m.,NA,NA,NO REGISTRA,24/09/2020 04:19:26 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,31,F,Universitaria,Ingeniería Industrial,BARRANQUILLA,24/09/2020 03:05:03 p.m.,NA,NA,Desempleado,Sep 24 2020  3:44PM,Urbano,9,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,21,F,ND,ND,SOLEDAD,24/09/2020 07:41:10 p.m.,NA,NA,NO REGISTRA,24/09/2020 07:41:10 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Tarjeta de Identidad,Autoregistro,18,F,ND,ND,BARRANQUILLA,24/09/2020 07:46:46 p.m.,NA,NA,NO REGISTRA,24/09/2020 07:46:46 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,26,F,Técnica Laboral,TECNICO ASISTENCIA ADMINISTRATIVA,SANTO TOMÁS,24/09/2020 08:16:10 p.m.,NA,NA,Primer Empleo,24/09/2020 08:16:10 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,21,F,Media(10-13),Media,BARRANQUILLA,25/09/2020 02:25:57 p.m.,NA,NA,Desempleado,25/09/2020 02:25:57 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,27,M,Universitaria,Contador público,SOLEDAD,27/09/2020 02:27:24 p.m.,NA,NA,Desempleado,27/09/2020 02:27:24 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,23,F,Universitaria,Fisioterapeuta,BARANOA,26/09/2020 06:36:58 p.m.,NA,NA,Desempleado,26/09/2020 06:36:58 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,20,F,ND,ND,SABANALARGA,28/09/2020 12:15:02 p.m.,NA,NA,NO REGISTRA,28/09/2020 12:15:02 p.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,28,M,ND,ND,BARRANQUILLA,28/09/2020 09:23:30 a.m.,NA,NA,NO REGISTRA,28/09/2020 09:23:30 a.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,28,F,ND,ND,BARRANQUILLA,28/09/2020 08:37:13 a.m.,NA,NA,NO REGISTRA,28/09/2020 08:37:13 a.m.,ND,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,21,F,Técnica Profesional,Tecnico en asistencia administrativa,BARRANQUILLA,26/09/2020 09:41:06 p.m.,NA,NA,Desempleado,26/09/2020 09:41:06 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,54,M,Básica Secundaria(6-9),BACHILLER ACADEMICO,SABANALARGA,28/09/2020 02:52:43 p.m.,Víctimas del conflicto armado,,Desempleado,28/09/2020 02:52:43 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,51 - 60
Cédula de Ciudadanía,Agencia,43,F,Universitaria,TRABAJADOR SOCIAL,BARRANQUILLA,29/09/2020 03:32:31 p.m.,NA,NA,Desempleado,29/09/2020 03:32:31 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,22,F,Técnica Laboral,Contabilizacion de operaciones comerciales y financieras,BARRANQUILLA,29/09/2020 04:09:26 p.m.,NA,NA,Primer Empleo,29/09/2020 04:09:26 p.m.,Urbano,9,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,55,M,ND,ND,BARRANQUILLA,28/09/2020 06:40:37 p.m.,NA,NA,NO REGISTRA,28/09/2020 06:40:37 p.m.,ND,9,"2,020",Barrio Simón Bolívar,51 - 60
Cédula de Ciudadanía,Autoregistro,19,F,ND,ND,BARRANQUILLA,29/09/2020 10:58:03 a.m.,NA,NA,Primer Empleo,29/09/2020 10:58:03 a.m.,Rural,9,"2,020",Barrio Simón Bolívar,18 - 28
